시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
부천시,지중해동물병원,20140211,,0002,폐업,20141203,321-7603,,,"경기도 부천시 길주로 275 107호 (중동,중동프라자)",경기도 부천시 중동 1058-2번지 중동프라자 107호,14539,37.5038419,126.7732677,,179887.75138659,444658.193423877,동물병원,,000
부천시,중앙동물병원,19900817,,0002,폐업,20060306,611-8976,0,,"경기도 부천시 원미로 111 나동 102호 (원미동,유정연립)",경기도 부천시 원미동 115-1번지 유정연립나동102호,14571,37.4922063,126.7905474,,181411.362053993,443363.548095336,동물병원,,000
부천시,동물병원 Be,20050326,,0002,폐업,20081010,349-274-3124,44.2,,"경기도 부천시 범안로 60 106호 현대홈타운입구 (괴안동,세경프라자)","경기도 부천시 괴안동 155-6번지 세경프라자 106호, 현대홈타운입구",14697,37.4764324,126.8076517,,182921.701245574,441608.453524556,동물병원,,000
부천시,중동동물병원,19930607,,0002,폐업,19970430,,33.12,,경기도 부천시 상일로122번길 45 (상동),경기도 부천시 상동 457-3번지,14623,37.4892103,126.7556621,,178324.803866539,443040.016879377,동물병원,,000
부천시,펫서비스동물병원,20070517,,0002,폐업,20080825,1588-8207,0,,경기도 부천시 길주로 288 (중동),경기도 부천시 중동 1141-5번지,14548,37.5026183,126.7741875,,179966.75446126,444523.453429114,동물병원,,000
부천시,역곡동물병원,19910801,,0002,폐업,20030515,,0,,경기도 부천시 경인로 486 (괴안동),경기도 부천시 괴안동 109번지,14682,37.4829587,126.8095228,,183087.054839732,442333.46837063,동물병원,,000
부천시,건국동물병원,19960724,,0002,폐업,20060619,349-4222,27,,경기도 부천시 부일로 566-1 (소사동),경기도 부천시 소사동 45-14번지,14651,37.4841558,126.7929898,,181626.476500001,442468.626950139,동물병원,,000
부천시,에녹동물병원,20080730,,0002,폐업,20110803,322-7596,0,,경기도 부천시 신흥로 230 (중동),경기도 부천시 중동 1062-1번지,14534,37.5042620,126.7762182,,180148.237140433,444704.626135851,동물병원,,000
부천시,부부종합동물병원,20040213,,0002,폐업,20180226,,0,14703,경기도 부천시 은성로 63 (소사본동),경기도 부천시 소사본동 158-26번지,14703,37.4752352,126.7976837,,182039,441481,동물병원,,000
부천시,보스동물병원,20161130,,0002,폐업,20191224,0323227505,81,14542,"경기도 부천시 길주로 129, 대신스카이빌 (상동)",경기도 부천시 상동 538-6번지 대신스카이빌 ,14542,37.5060071808,126.7568055513,,178433              ,444894              ,동물병원,,000
부천시,상록동물병원,20040421,,0002,폐업,20080620,321-2077,0,,경기도 부천시 중동로 244 (중동),경기도 부천시 중동 1152번지,14548,37.5014548,126.7689889,,179509.015447808,444394.226137853,동물병원,,000
부천시,다나종합동물병원,19990629,,0002,폐업,20050126,666-9975,32.7,,경기도 부천시 경인로 256 (심곡본동),경기도 부천시 심곡본동 738-22번지,14750,37.4827069,126.7839602,,180828.242315017,442311.56748734,동물병원,,000
부천시,서동물병원,19900710,,0002,폐업,19990409,677-9977,0,,경기도 부천시 원종로 47 (원종동),경기도 부천시 원종동 277-12번지,14420,37.5241446,126.8050726,,182704.314378452,446906.216338953,동물병원,,000
부천시,큐동물병원,19920822,,0002,폐업,20000331,652-0393,24.75,,경기도 부천시 신흥로 48 (심곡동),경기도 부천시 심곡동 456-17번지,14635,37.4878481,126.7773533,,180244.812557252,442881.452155649,동물병원,,000
부천시,우리동물병원,19940223,,0002,폐업,20040413,,35.1,,경기도 부천시 소사로 210-1 (소사본동),경기도 부천시 소사본동 153-30번지,14702,37.4768986,126.7957121,,181865.302342801,441663.498713726,동물병원,,000
부천시,지인동물병원,19970827,,0002,폐업,20141231,651-2358,26,,경기도 부천시 경인로 263-1 (심곡본동),경기도 부천시 심곡본동 554-5번지,14710,37.4830959,126.7848297,,180903.163953901,442353.887910396,동물병원,,000
부천시,디즈니동물병원,19970411,,0002,폐업,20050323,325-4995,31.92,,경기도 부천시 장말로 158 (상동),경기도 부천시 상동 420-1번지,14601,37.4932904,126.7593236,,178651.77,443490.29,동물병원,,000
부천시,소사동물병원,20180720,,0002,폐업,20191014,032-348-4546,0,14769,"경기도 부천시 소사로 140, 1층 (소사본동)",경기도 부천시 소사본동 230-18번지 ,14769,37.4706824724,126.7961023044,,181897.478703085    ,440975.246660226    ,동물병원,,000
부천시,정종합동물병원,19940412,,0002,폐업,19971213,,7998,,경기도 부천시 소사로 668 (여월동),경기도 부천시 여월동 48-6번지,14474,37.5156187,126.8035229,,182565.207946168,445961.558649855,동물병원,,000
부천시,애니펫동물병원,20020703,,0002,폐업,20060630,,48.65,,경기도 부천시 길주로 219 111호 (중동),경기도 부천시 중동 1034-4 번지 111호,14538,37.5047030,126.7667395,,,,동물병원,,000
부천시,한사랑동물병원,20040315,,0002,폐업,20041005,323-4757,0,,경기도 부천시 도약로 31 (상동),경기도 부천시 상동 523-10번지,14504,37.5125672,126.7529157,,178088.835,445630.37,동물병원,,000
부천시,서동물병원,20000426,,0002,폐업,20040923,,0,,경기도 부천시 원종로 47 (원종동),경기도 부천시 원종동 277-12  번지,14420,37.5241446,126.8050726,,,,동물병원,,000
부천시,라임동물병원,20040429,,0002,폐업,20051230,676-7533,45,,경기도 부천시 소사로 722 101호 (원종동),경기도 부천시 원종동 373-12  번지 101호,14466,37.5204507,126.8051276,,,,동물병원,,000
부천시,뚜뚜동물병원,20010605,,0002,폐업,20020325,,16.12,,경기도 부천시 부일로 223 (상동),경기도 부천시 상동 461번지,14623,37.4887590,126.7553017,,178293.171578447,442988.573961638,동물병원,,000
부천시,월드동물병원,19941212,,0002,폐업,20010907,326-1388,20.82,,경기도 부천시 중동로254번길 15 (중동),경기도 부천시 중동 1150-12 번지,14548,37.5024291,126.7696079,,,,동물병원,,000
부천시,쥬라기동물병원,20020909,,0002,폐업,20080828,324-0075,0,,경기도 부천시 상동로 79 (상동),경기도 부천시 상동 544-9번지,14544,37.5041777,126.7522991,,178033.599609494,444701.026930516,동물병원,,000
부천시,CJ동물병원,20050826,,0002,폐업,20130830,323-4999,32.19,,,경기도 부천시 중동 1234번지 새롬프라자 105호,14580,37.5042627,126.7719432,,179853.904388357,444706.310230687,동물병원,,000
부천시,에녹종합동물병원,20030731,,0002,폐업,20090403,,0,,"경기도 부천시 신흥로 252 101,102호 (중동,상문프라자)","경기도 부천시 중동 1061-1번지 상문프라자101,102호",14534,37.5061171,126.7757150,,180104.570537142,444912.102851992,동물병원,,000
부천시,사랑동물병원,19950809,,0002,폐업,20050214,324-3360,22,,,경기도 부천시 중동 11-2  번지 동남상가105호,,37.5111475,126.7679973,,,,동물병원,,000
부천시,부천한방동물병원,20060224,,0002,폐업,20061010,,34.1,,"경기도 부천시 범안로 118 105호 (범박동,영플러스2차)",경기도 부천시 범박동 35-1번지 영플러스 105호,14777,37.4712086,126.8088748,,183028.50610947,441030.787309391,동물병원,,000
부천시,퍼피월드동물병원,20030212,,0002,폐업,20041203,325-7533,0,,"경기도 부천시 길주로 115 107호 (상동,시그마타워)",경기도 부천시 상동 535-9  번지 시그마타워107호,14542,37.5061752,126.7553008,,,,동물병원,,000
부천시,서동물병원,19950531,,0002,폐업,20000425,,42.6,,경기도 부천시 원종로 47 (원종동),경기도 부천시 원종동 277-12 번지,14420,37.5241446,126.8050726,,,,동물병원,,000
부천시,늘기쁜동물병원,19961212,,0002,폐업,20050404,341-4333,36.77,,경기도 부천시 경인옛로 134 (괴안동),경기도 부천시 괴안동 3-14 번지,14682,37.4815657,126.8062138,,,,동물병원,,000
부천시,쿨펫동물병원,20050428,,0002,폐업,20080502,,123.54,,경기도 부천시 석천로 188 1층 (중동),경기도 부천시 중동 1157번지 1층,14547,37.5039855,126.7639144,,179059.890483458,444675.16067003,동물병원,,L00
부천시,선경동물병원,20050519,,0002,폐업,20070525,662-7279,39.6,,경기도 부천시 원미로 138 1층 (원미동),경기도 부천시 원미동 76-10번지 1층,14565,37.4948211,126.7916030,,181505.238230504,443654.849253263,동물병원,,000
부천시,한솔동물병원,19980122,,0002,폐업,20060804,345-8275,21.3,,경기도 부천시 소사로 182 (소사본동),경기도 부천시 소사본동 184-7 번지,14762,37.4743217,126.7956853,,,,동물병원,,000
부천시,케어동물종합병원,20030904,,0002,폐업,20031013,,0,,"경기도 부천시 길주로 70 202호 (상동,강산타운)",경기도 부천시 상동 548-6번지 (강산타운빌딩202호),14544,37.5052895,126.7497959,,177811.158884852,444823.621834056,동물병원,,000
부천시,탑동물병원,20070928,,0002,폐업,20170308,,60,,경기도 부천시 성주로 255 (심곡본동),경기도 부천시 심곡본동 687-4번지,14714,37.4810088,126.7816927,,180625.024887539,442124.740520646,동물병원,,000
부천시,늘기쁜 동물병원,20050415,,0002,폐업,20150805,,27.38,,"경기도 부천시 경인옛로 134 1층 1호 (괴안동,지상)","경기도 부천시 괴안동 3-14번지 지상1층, 1호",14682,37.4815657,126.8062138,,182795.228961333,442181.484130005,동물병원,,000
부천시,파란종합동물병원,20050324,,0002,폐업,20070320,,0,,경기도 부천시 소사로 210-1 (소사본동),경기도 부천시 소사본동 153-30번지,14702,37.4768986,126.7957121,,181865.302342801,441663.498713726,동물병원,,000
부천시,아이러브도그동물병원,20040216,,0002,폐업,20040524,322-0085,49.2,,"경기도 부천시 소향로 241 103호 (중동,제일프라자)",경기도 부천시 중동 1135-1  번지 제일프라자 103호,14548,37.5007090,126.7745778,,,,동물병원,,000
부천시,Pets동물병원,20031014,,0002,폐업,20040923,325-9617-8,30,,경기도 부천시 석천로 188 월마트내 (중동),경기도 부천시 중동 1157번지 월마트내,14547,37.5039855,126.7639144,,179059.890483458,444675.16067003,동물병원,,000
부천시,아프리카동물병원,20080310,,0002,폐업,20080604,666-1245,0,,경기도 부천시 원미로57번길 30 (원미동),경기도 부천시 원미동 199-21  번지,14572,37.4887341,126.7886577,,,,동물병원,,000
부천시,하노바동물병원,20010719,,0002,폐업,20081127,320-4321,116.73,,경기도 부천시 부흥로 196 (중동),경기도 부천시 중동 707-1 번지,14603,37.4958413,126.7643022,,,,동물병원,,000
부천시,해피동물병원,20021230,,0002,폐업,20050530,665-0075,0,,경기도 부천시 중동로 57 뉴서울상가 (송내동),경기도 부천시 송내동 368번지 뉴서울상가,14721,37.4857109,126.7627176,,178948.924954919,442648.224706152,동물병원,,000
부천시,보람동물병원,19990611,,0002,폐업,20021021,,40.48,,경기도 부천시 길주로 183 (중동),경기도 부천시 중동 1031-3 번지,14537,37.5051998,126.7629153,,,,동물병원,,000
부천시,서울우유부천동물병원,19841108,,0002,폐업,20020526,347-3726,0,,경기도 부천시 소사로247번길 7,경기도 부천시 소사본동 81-1 ,14705,37.4803896500,126.7950872031,,181804.411116194    ,442041.385766519    ,동물병원,,000
부천시,펫카인드동물병원,20031212,,0002,폐업,20050527,678-0720,17.2,,"경기도 부천시 송내대로265번길 73 1층 (상동,보람플라자)",경기도 부천시 상동 536-1 번지 보람프라자1층,14542,37.5072006,126.7544944,,,,동물병원,,000
부천시,쿨펫동물병원,20040923,,0002,폐업,20050425,325-8450,55,,경기도 부천시 석천로 188 월마트내 (중동),경기도 부천시 중동 1157번지 (월마트내),14547,37.5039855,126.7639144,,179059.890483458,444675.16067003,동물병원,,000
부천시,한사랑동물병원,20030820,,0002,폐업,20040315,323-4757,65.28,,경기도 부천시 도약로 31 (상동),경기도 부천시 상동 523-10  번지,14504,37.5125672,126.7529157,,,,동물병원,,000
부천시,위브동물병원,20070626,,0002,폐업,20160729,329-7588,50,,"경기도 부천시 신흥로 173 106호 (중동,대림아크로텔)",경기도 부천시 중동 1131-1번지 (중동아크로텔106호),14580,37.4991182,126.7766635,,180190.887849787,444108.419411098,동물병원,,000
부천시,옥길H동물병원,20200821,,0002,폐업,20210407,0323420204,0,14786,"경기도 부천시 양지로 208, 지음프라자 (옥길동)",경기도 부천시 옥길동 745-7 지음프라자 ,14786,37.4672636499,126.8240014993,,184358.679347888    ,440580.6564509      ,동물병원,,000
부천시,뚜뚜동물병원,20020325,,0002,폐업,20030612,325-8331,16.12,,경기도 부천시 부일로 223 (상동),경기도 부천시 상동 461번지,14623,37.4887590,126.7553017,,178293.171578447,442988.573961638,동물병원,,000
부천시,이솝동물병원,20050629,,0002,폐업,20061023,,43.8,,경기도 부천시 부천로 69 1층 (심곡동),경기도 부천시 심곡동 367-12번지 1층,14630,37.4905092,126.7838244,,180817.837639762,443177.400300945,동물병원,,000
성남시,어강동물병원,20190603,,0004,말소,,031-758-8878,0,13100,"경기도 성남시 수정구 오야남로12번길 12-2, 1층 (오야동)",경기도 성남시 수정구 오야동 249-1번지 ,13100,37.4542764,127.1055485,,209273.983072632    ,439137.33843155     ,동물병원,,000
성남시,AtoZ동물병원,20130114,,0000,정상,,031-8016-8206,0,13530,"경기도 성남시 분당구 판교역로 145, 라스트리트2동 2층 213호 (백현동, 알파리움2단지)",경기도 성남시 분당구 백현동 530 알파리움2단지 ,13530,37.3931510853,127.1091330642,,209526.962902505    ,432419.161779872    ,동물병원,0,000
성남시,수아동물병원,20111221,,0000,정상,,031-708-3100,,13523,"경기도 성남시 분당구 판교로 446, 108호 (이매동, 그린프라자)",경기도 성남시 분당구 이매동 131-8번지 108호,13523,37.4050289,127.1232927,,210850.776963202,433673.988710196,동물병원,,000
성남시,세이브 동물병원,20080130,,0000,정상,,735-5995,178.29,13248,경기도 성남시 중원구 산성대로 336-3 (중앙동),경기도 성남시 중원구 중앙동 241번지 ,13248,37.4429711,127.1538414,,213549.07660777     ,437889.744317875    ,동물병원,,000
성남시,조은동물병원,20040114,,0000,정상,,741-1701,54.88,13359,"경기도 성남시 중원구 광명로142번길 3, 미래타운 B101호 (성남동)",경기도 성남시 중원구 성남동 2759 미래타운 ,13359,37.4374832719,127.1442050312,,212965.24328087     ,437489.776051153    ,동물병원,,000
성남시,미래동물의료센터,20170713,,0000,정상,,031-705-2475,318.5,13572,"경기도 성남시 분당구 서현로255번길 1, 1층 (서현동)",경기도 성남시 분당구 서현동 80-1 ,13572,37.3845550040,127.1296913224,,211414.975241532    ,431396.057503657    ,동물병원,0,000
성남시,활기찬동물병원,20110105,,0000,정상,,781-7525,0,13583,"경기도 성남시 분당구 장안로 39, 한일빌딩 102-2호 (분당동)",경기도 성남시 분당구 분당동 90-1번지 한일빌딩 102-2호,13583,37.3703628,127.1434000,,212637.407607508,429830.868576239,동물병원,,000
성남시,프라임동물병원,20120611,,0000,정상,,8017-9975,,13466,"경기도 성남시 분당구 운중로 124, 204호 (운중동, 마크시티 블루)",경기도 성남시 분당구 운중동 945번지,13466,37.3912546,127.0768587,,206741.342155134,432142.225548684,동물병원,,000
성남시,중앙동물병원,20150309,,0000,정상,,755-9429,64.89,13305,경기도 성남시 수정구 수정로 139 (태평동),경기도 성남시 수정구 태평동 3502번지 ,13305,37.4421912289,127.1355450417,,211928.614366449    ,437799.866966655    ,동물병원,,000
성남시,분당중앙 동물병원,20090513,,0000,정상,,031-708-8875,0,13588,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 108호 (서현동)",경기도 성남시 분당구 서현동 88번지 서현 지엔느 108호,13588,37.3837275,127.1247152,,210978.426728242,431309.232712768,동물병원,,000
성남시,나라 동물병원,20110816,,0000,정상,,712-0707,0,13626,"경기도 성남시 분당구 미금로 48, 오성프라자 113호 (구미동)",경기도 성남시 분당구 구미동 205-1번지 오성프라자 113호,13626,37.3377570,127.1164936,,210257.696972908,426206.804268634,동물병원,,000
성남시,서현 동물병원,20130201,,0000,정상,,031-755-5095,138.84,13385,"경기도 성남시 중원구 성남대로 1110, 1층 (하대원동)",경기도 성남시 중원구 하대원동 100-7 ,13385,37.4288222398,127.1299028888,,211426.604902838    ,436301.123368966    ,동물병원,0,000
성남시,그레이트 동물병원,20170609,,0000,정상,,031-716-7975,103.35,13612,"경기도 성남시 분당구 정자로 80, 1층 (정자동, 정자프라자)",경기도 성남시 분당구 정자동 126-2번지 ,13612,37.3630871,127.1137435,,210010.149418128    ,429016.742490449    ,동물병원,,000
성남시,야탑서울동물병원,20170721,,0000,정상,,0505-315-1234,33.33,13504,"경기도 성남시 분당구 벌말로 33, 206호 (야탑동, 일심조합상가)",경기도 성남시 분당구 야탑동 274-3번지 ,13504,37.4109418,127.1378506,,212139.179238817    ,434331.375255336    ,동물병원,,000
성남시,건국 동물병원,20090702,,0000,정상,,031-721-4111,57.84,13305,"경기도 성남시 수정구 수정로 131, 109호 (태평동, 낙원스카이뷰)",경기도 성남시 수정구 태평동 3659번지 낙원스카이뷰 109호,13305,37.4419670,127.1345954,,211845.273351037    ,437775.750764532    ,동물병원,,000
성남시,서울동물병원,20170118,,0000,정상,,721-2423,51.68,13327,"경기도 성남시 수정구 수정로 110, 1층 (수진동)",경기도 성남시 수정구 수진동 53번지 ,13327,37.4408610,127.1325708,,211667.538113644    ,437651.304674618    ,동물병원,,000
성남시,판교 행복한 동물병원,20100204,,0000,정상,,8017-5575,89.7,13491,"경기도 성남시 분당구 동판교로 226, 204, 205, 206호 (삼평동, 봇들마을4단지아파트)",경기도 성남시 분당구 삼평동 718번지 봇들마을4단지아파트 ,13491,37.4034214,127.1179027,,210110.74975285     ,433398.606087044    ,동물병원,,000
성남시,행복이있는동물병원,19980612,,0000,정상,,714-8275,0,13618,"경기도 성남시 분당구 돌마로 79, 104호 (금곡동, 썬프라자)",경기도 성남시 분당구 금곡동 153번지 썬프라자 104호,13618,37.3503135,127.1107452,,209746.721003362,427600.917156876,동물병원,,000
성남시,젠(Gen)동물병원,20130930,,0000,정상,,031-752-0075,178.08,13501,"경기도 성남시 분당구 양현로 479, 2층 (야탑동)",경기도 성남시 분당구 야탑동 202-3번지 ,13501,37.4165578,127.1353529,,211825.467059204    ,434993.329459956    ,동물병원,,000
성남시,해마루동물병원,20000210,,0000,정상,,781-2992,957,13590,경기도 성남시 분당구 황새울로319번길 8-6 (서현동),경기도 성남시 분당구 서현동 272-5 ,13590,37.3856726877,127.1211458810,,210654.986591999    ,431519.970467175    ,동물병원,0,L00
성남시,백현 동물병원,20150923,,0000,정상,,705-7511,0,13535,"경기도 성남시 분당구 동판교로52번길 6, 외 1필지(분당구 동판교로52번길 8) 1층 (백현동)",경기도 성남시 분당구 백현동 597-1 ,13535,37.3875161607,127.1142231489,,210044.734972428    ,431718.678476771    ,동물병원,0,000
성남시,한국동물선진의료연구소(KASMINE) 동물심혈관신장센터,20180105,,0000,정상,,031-716-9001,481,13625,"경기도 성남시 분당구 미금로 43, 정운빌딩 1층 (구미동)",경기도 성남시 분당구 구미동 204-1번지 ,13625,37.3370097478,127.1159056976,,210206.543725362    ,426124.700940443    ,동물병원,,000
성남시,서울동물병원,20060303,,0000,정상,,741-8119,283.21,13180,경기도 성남시 중원구 희망로 442 (금광동),경기도 성남시 중원구 금광동 7번지 ,13180,37.4443266,127.1577315,,213893.624911779    ,438041.173983934    ,동물병원,,L00
성남시,분당필동물병원,20170530,,0000,정상,,031-718-7575,0,13632,경기도 성남시 분당구 금곡로15번길 1 (구미동),경기도 성남시 분당구 구미동 125-3번지 ,13632,37.3437542,127.1107132,,209743.913477779    ,426872.615569616    ,동물병원,,000
성남시,이플동물병원,20060221,,0000,정상,,751-3985,0,13119,경기도 성남시 수정구 복정로 35 (복정동),경기도 성남시 수정구 복정동 694번지,13119,37.4560758,127.1271042,,211179.930602403,439340.292138256,동물병원,,000
성남시,반려동물암센터,20180305,,0000,정상,,0317095500,198,13591,"경기도 성남시 분당구 황새울로342번길 15, 은성빌딩 3층 301호 (서현동)",경기도 성남시 분당구 서현동 250-6번지 은성빌딩 301호,13591,37.3863323,127.1238838,,210905.971823345,431600.159446397,동물병원,,000
성남시,어니스트 동물병원,20140806,,0000,정상,,698-4789,0,13461,"경기도 성남시 분당구 운중로113번길 12-5, 1층 (운중동, MM하우스)",경기도 성남시 분당구 운중동 979번지,13461,37.3926966,127.0762390,,206685.138867041,432301.672020428,동물병원,,000
성남시,행복이 있는 동물병원 (정자점),20160531,,0000,정상,,031-718-8276,53,13604,"경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)",경기도 성남시 분당구 정자동 219-3번지 43통2반,13604,37.3593390,127.1228810,,210821.835896495,428601.909355725,동물병원,,000
성남시,에코바이오,20060901,,0000,정상,,733-1330,65.8,,경기도 성남시 중원구 산성대로420번길 3 (금광동),경기도 성남시 중원구 금광동 4605 ,13170,37.4493269181,127.1593778538,,214031.955835944    ,438586.160786478    ,동물병원,,000
성남시,도촌 동물병원,20080528,,0000,정상,,755-5975,40.8,13426,"경기도 성남시 중원구 도촌남로 37, 도촌프라자 109호 (도촌동)",경기도 성남시 중원구 도촌동 568 도촌프라자 109호,13426,37.4146195644,127.1516472839,,213353.715319991    ,434733.786898392    ,동물병원,,000
성남시,모란동물병원,20120810,,0000,정상,,752-7779,30,13365,"경기도 성남시 중원구 성남대로 1126, 106호 (성남동, 매가프라자)",경기도 성남시 중원구 성남동 4123번지 매가프라자 106호,13365,37.4302772,127.1298522,,211427.1317276      ,436475.883497673    ,동물병원,,000
성남시,현대 동물병원,20120323,,0000,정상,,718-7282,,13637,"경기도 성남시 분당구 성남대로 30, 111호 (구미동, 동아그린프라자)",경기도 성남시 분당구 구미동 185-5번지 동아그린프라자 111호,13637,37.3383132,127.1093852,,209626.917756254,426267.516779548,동물병원,,000
성남시,판교 P&P 동물병원,20110720,,0000,정상,,031-8017-5558,0,13479,"경기도 성남시 분당구 서판교로 36, 104호 (판교동)",경기도 성남시 분당구 판교동 577-3번지 104호,13479,37.3898880979,127.0978496921,,208600.25834555     ,431991.076676201    ,동물병원,,000
성남시,스칸디동물병원,20170608,,0000,정상,,031-759-7579,102.3,13640,"경기도 성남시 수정구 위례광장로 70 (창곡동, 아트리버푸르지오)",경기도 성남시 수정구 창곡동 530번지 ,13640,37.4707257194,127.1412089643,,212391              ,440938              ,동물병원,,000
성남시,아이유동물메디컬센터,20160627,,0000,정상,,604-0975,465,13646,"경기도 성남시 수정구 위례광장로 5, 위례우남역아이파크 3층 301,302,317호 (창곡동)",경기도 성남시 수정구 창곡동 560 위례우남역아이파크 ,13646,37.4650302953,127.1416093524,,212025              ,440503              ,동물병원,,000
성남시,분당파크뷰 동물병원,20121102,,0000,정상,,031-713-2111,0,13554,"경기도 성남시 분당구 정자일로 248, 112호 (정자동, 파크뷰상가)",경기도 성남시 분당구 정자동 6번지 파크뷰상가 112호,13554,37.3746444,127.1067946,,209395.139689791,430300.596328501,동물병원,,000
성남시,아름동물병원,20050408,,0000,정상,,706-7595,0,13523,"경기도 성남시 분당구 성남대로779번길 52, 신흥코아 102호 (이매동)",경기도 성남시 분당구 이매동 137-4번지 신흥코아 102호,13523,37.3994161,127.1227416,,210803.525,433051.775,동물병원,,000
성남시,위례나무동물병원,20160719,,0000,정상,,031-778-8738,98.85,13642,"경기도 성남시 수정구 위례동로 147, 106호 (창곡동, 위례건아타워)",경기도 성남시 수정구 창곡동 513-2번지 ,13642,37.4730242,127.1500695,,213223              ,441224              ,동물병원,,000
성남시,고려애견종합병원,20041209,,0000,정상,,735-1942,72.38,13352,경기도 성남시 수정구 시민로 146 (신흥동),경기도 성남시 수정구 신흥동 3777번지 ,13352,37.4411362,127.1439842,,212675.817130667    ,437685.299654938    ,동물병원,,000
성남시,위례중앙동물의료센터,20180523,,0000,정상,,031-758-7599,79.22,13640,"경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 2241,2242호 (창곡동)","경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어2241,2242호 ",13640,37.4730424033,127.1412657466,,212405              ,441277              ,동물병원,0,000
성남시,분당동물병원,19930701,,0000,정상,,705-4144,0,13567,"경기도 성남시 분당구 양현로 126, 미림프라자 104호 (이매동)",경기도 성남시 분당구 이매동 115-1번지 미림프라자 104호,13567,37.3949442,127.1255690,,211053.919223385,432555.048641577,동물병원,,000
성남시,Dr. 오즈 동물병원,20150528,,0000,정상,,701-8225,0,13587,"경기도 성남시 분당구 분당로263번길 39, 109호 (서현동, 레이디파크)",경기도 성남시 분당구 서현동 312-1번지 109호,13587,37.3719525,127.1400951,,212344.828511016,430004.490397398,동물병원,,000
성남시,엔젤동물병원,20040619,,0000,정상,,031-713-5004,0,13615,"경기도 성남시 분당구 성남대로171번길 17, 씨티밸리 101호 (금곡동)",경기도 성남시 분당구 금곡동 172번지 씨티밸리 101호,13615,37.3510649,127.1067396,,209393.18973383,427682.385334697,동물병원,,000
성남시,한국동물병원,19941220,,0000,정상,,746-8990,67,13397,"경기도 성남시 중원구 희망로 360, 10호 (상대원동)",경기도 성남시 중원구 상대원동 2999-10번지 10호,13397,37.4376394,127.1590962,,213947.104128821    ,437308.524059164    ,동물병원,,000
성남시,펫플러스 동물병원,20090416,,0000,정상,,713-8391,0,13558,"경기도 성남시 분당구 느티로 16, 젤존타워1 117호 (정자동)",경기도 성남시 분당구 정자동 17-1번지 젤존타워1 117호,13558,37.3680855,127.1062437,,209344.872072563,429572.831324256,동물병원,,000
성남시,그레이동물의료센터,20161219,,0000,정상,,753-0303,246.52,13640,"경기도 성남시 수정구 위례광장로 320, 214호 (창곡동, 아이에스센트럴타워)",경기도 성남시 수정구 창곡동 509-3번지 214호,13640,37.4720511188,127.1426857626,,212555              ,441119              ,동물병원,,000
성남시,세인트존스동물병원,20140722,,0000,정상,,031-713-8391,0,13557,"경기도 성남시 분당구 정자일로 197, 101호 (정자동, 푸르지오씨티 2차)",경기도 성남시 분당구 정자동 16-2번지,13557,37.3679781,127.1054646,,209277.906854115,429558.406454768,동물병원,,000
성남시,이진수고양이병원,20151030,,0000,정상,,726-7582,0,13477,"경기도 성남시 분당구 운중로243번길 3-6, 1층 (판교동)",경기도 성남시 분당구 판교동 619-9 ,13477,37.3901291125,127.0898084913,,207883.895711534    ,432008.664523369    ,동물병원,0,000
성남시,고양이병원 소설,20201112,,0000,정상,,031-8039-5382,130.2,13449,"경기도 성남시 수정구 창업로 17, F동 309,310,311호 (시흥동)","경기도 성남시 수정구 시흥동 288-2 309,310,311호 F동 ",13449,37.4122218664,127.0976885913,,208613.865905314    ,434443.111416311    ,동물병원,0,000
성남시,상대원 동물병원,20210329,,0000,정상,,031-733-1777,0,13397,"경기도 성남시 중원구 희망로 350, 1층 (상대원동)",경기도 성남시 중원구 상대원동 2999-26 ,13397,37.4369391083,127.1583488274,,213942.901232111    ,437211.344962206    ,동물병원,,000
성남시,태평역 동물병원,20210803,,0000,정상,,031-755-7504,,13320,"경기도 성남시 수정구 성남대로 1222, 예농빌딩 1층 (수진동)",경기도 성남시 수정구 수진동 3011 예농빌딩 ,13320,37.4388317865,127.1284066617,,211283.670320813    ,437423.509342085    ,동물병원,0,000
성남시,뉴욕동물병원,20210423,,0000,정상,,,0,13637,"경기도 성남시 분당구 성남대로 52, 그랜드프라자 102호 (구미동)",경기도 성남시 분당구 구미동 177 그랜드프라자 102호,13637,37.3404571907,127.1093950279,,209623.23891222     ,426496.810392638    ,동물병원,,000
성남시,엘앰시 동물병원,20090309,,0000,정상,,776-2524,122.64,13207,"경기도 성남시 중원구 사기막골로 124, 비즈동 912호 (상대원동, SK테크노파크)",경기도 성남시 중원구 상대원동 190-1번지 SK테크노파크 비즈동 912호,13207,37.4399380,127.1776552,,215657.504440664    ,437557.61664539     ,동물병원,,000
성남시,서울종합동물병원,19940624,,0000,정상,,702-5323,0,13586,경기도 성남시 분당구 불정로 381 (서현동),경기도 성남시 분당구 서현동 305-1 ,13586,37.3745624711,127.1367204892,,212039.140522801    ,430287.699040041    ,동물병원,,000
